Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
1090,SL Malinga,2007-2019,195,226,9.04,107.61,15,14,2007,2019,13,63.716814159292035,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1091,D Mongia,2007-2007,10,226,25.11,118.32,23,3,2007,2007,1,48.67256637168141,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1092,Parvinder Singh,2007-2011,10,226,28.25,120.85,21,1,2007,2011,5,39.823008849557525,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1093,AL Phehlukwayo,2014-2025,22,226,17.38,123.49,22,9,2014,2025,12,62.83185840707964,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1094,ST Suwalka,2014-2016,14,226,16.14,97.83,37,0,2014,2016,3,65.48672566371681,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1095,Zeeshan Ashraf,2020-2022,16,226,16.14,125.55,26,7,2020,2022,3,64.60176991150442,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1096,SJ Desai,2021-2024,15,225,20.45,111.94,13,9,2021,2024,4,47.11111111111111,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1097,I Khaleel,2007-2018,19,225,16.07,119.04,20,3,2007,2018,12,43.55555555555555,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1098,SG Rawat,2021-2024,7,225,32.14,153.06,19,11,2021,2024,4,63.11111111111111,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Elite Batter
1099,J Anderson,2023-2024,14,224,16.0,86.48,26,2,2023,2024,2,51.78571428571429,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1100,CK Chundawat,2015-2021,39,224,16.0,110.89,17,6,2015,2021,7,46.42857142857143,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1101,Pratik Desai,2007-2021,11,224,20.36,119.14,25,5,2007,2021,15,58.03571428571429,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1102,Farman Ahmed,2009-2012,11,224,20.36,104.67,32,4,2009,2012,4,67.85714285714286,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1103,M Kartik,2008-2014,77,224,16.0,117.89,21,4,2008,2014,7,48.214285714285715,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1104,DS Kulkarni,2007-2023,160,224,10.66,100.0,19,4,2007,2023,17,44.642857142857146,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1105,GM Choudhury,2021-2024,8,222,31.71,156.33,19,14,2021,2024,4,72.07207207207207,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Elite Batter
1106,KJ Coetzer,2009-2021,13,222,20.18,124.02,20,9,2009,2021,13,60.36036036036037,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1107,CK Kapugedera,2008-2017,24,222,11.1,99.1,13,8,2008,2017,10,45.04504504504504,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1108,Tayyab Tahir,2023-2024,11,222,31.71,147.01,26,5,2023,2024,2,60.36036036036037,True,True,True,False,Inexperienced Elite Batter,Inexperienced Versatile Batter
1109,Arjun Azad,2023-2024,10,221,24.55,147.33,27,9,2023,2024,2,73.30316742081448,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Explosive Finisher
1110,XC Bartlett,2020-2025,49,221,15.78,119.45,21,4,2020,2025,6,48.86877828054298,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1111,SS Agarwal,2017-2024,26,220,31.42,134.96,11,10,2017,2024,8,47.27272727272727,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
1112,DW Steyn,2008-2021,156,220,7.85,108.37,18,6,2008,2021,14,49.09090909090909,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1113,C Esterhuizen,2024-2025,11,219,31.28,120.99,15,9,2024,2025,2,52.054794520547944,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1114,Pargat Singh,2016-2024,12,219,19.9,108.41,28,3,2016,2024,9,59.3607305936073,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1115,NN Sen Chowdhary,2014-2023,16,219,15.64,94.8,20,0,2014,2023,10,36.5296803652968,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1116,SSD Arachchige,2020-2024,24,218,15.57,103.8,18,7,2020,2024,5,52.293577981651374,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1117,MJ Dagar,2017-2024,66,218,10.9,106.34,21,5,2017,2024,8,52.293577981651374,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1118,DP Salvi,2009-2012,13,218,36.33,150.34,15,9,2009,2012,4,52.293577981651374,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor Finisher
1119,Nakul Sharma,2018-2023,19,217,18.08,121.91,16,9,2018,2023,6,54.377880184331794,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1120,SM Singha,2013-2021,17,217,14.46,84.76,28,2,2013,2021,9,57.14285714285714,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1121,Amitoze Singh,2010-2013,17,216,18.0,124.85,17,8,2010,2013,4,53.70370370370371,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1122,TM Beaton,2012-2016,14,216,30.85,146.93,15,8,2012,2016,5,50.0,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
1123,KK Acharjee,2011-2021,22,215,13.43,92.67,16,4,2011,2021,11,40.93023255813954,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1124,Arslan Khan,2021-2024,6,215,43.0,190.26,23,14,2021,2024,4,81.86046511627907,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Elite Batter
1125,Jaskaran Singh,2009-2021,32,214,17.83,146.57,13,15,2009,2021,13,66.35514018691589,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1126,Uvais Ahmad,2019-2019,7,214,35.66,168.5,19,13,2019,2019,1,71.96261682242991,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Power Hitter
1127,CK Coventry,2010-2013,13,213,17.75,136.53,27,10,2010,2013,4,78.87323943661971,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1128,LU Igalagamage,2020-2024,17,213,15.21,109.23,22,4,2020,2024,5,52.58215962441315,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1129,P Mehra,2010-2012,14,213,21.3,117.03,12,8,2010,2012,3,45.07042253521127,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1130,SMA Priyanjan,2012-2023,19,213,16.38,112.1,22,2,2012,2023,12,46.948356807511736,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1131,SM Gugale,2015-2021,18,212,12.47,105.47,24,7,2015,2021,7,65.09433962264151,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1132,MA Leask,2016-2024,16,212,19.27,141.33,16,11,2016,2024,9,61.32075471698113,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1133,F Behardien,2012-2016,20,210,19.09,117.31,10,8,2012,2016,5,41.904761904761905,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1134,S Purkayastha,2009-2024,30,210,10.0,89.74,24,3,2009,2024,16,54.285714285714285,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1135,T Thyagarajan,2018-2024,31,210,16.15,140.0,16,9,2018,2024,7,56.19047619047619,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1136,KOA Powell,2013-2020,12,209,19.0,104.5,22,4,2013,2020,8,53.588516746411486,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1137,LPC Silva,2007-2013,18,209,13.93,111.17,24,4,2007,2013,7,57.41626794258373,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1138,GH Bodi,2012-2012,6,208,34.66,117.51,16,10,2012,2012,1,59.61538461538461,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1139,JS Floros,2011-2018,25,208,13.86,104.0,17,6,2011,2018,8,50.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1140,AK Sahoo,2007-2016,22,208,20.8,121.63,16,8,2007,2016,10,53.84615384615385,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1141,RG Hazarika,2022-2022,7,207,29.57,115.0,29,2,2022,2022,1,61.83574879227053,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1142,Deepak Sharma,2009-2010,10,206,25.75,118.39,17,4,2009,2010,2,44.66019417475729,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1143,A Flintoff,2007-2015,15,206,18.72,124.09,18,6,2007,2015,9,52.42718446601942,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1144,AB Fudadin,2010-2017,14,206,29.42,104.04,12,8,2010,2017,8,46.601941747572816,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1145,M Jaiswal,2021-2024,15,206,22.88,142.06,12,12,2021,2024,4,58.252427184466015,True,False,True,False,Inexperienced Anchor Finisher,Inexperienced Anchor
1146,Naveen-ul-Haq,2019-2025,122,206,10.84,94.49,21,5,2019,2025,7,55.33980582524271,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1147,N Surendran,2013-2016,14,206,14.71,107.85,29,0,2013,2016,4,56.310679611650485,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1148,JW Hastings,2010-2018,50,205,10.78,135.76,11,13,2010,2018,9,59.512195121951216,False,False,True,False,Inexperienced Finisher,Inexperienced Balanced Batter
1149,Imran Tahir,2013-2025,226,204,7.55,95.32,21,4,2013,2025,13,52.94117647058824,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1150,R Banik,2007-2017,18,203,11.94,90.22,19,3,2007,2017,11,46.30541871921182,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1151,AD Mascarenhas,2007-2014,33,203,10.15,100.0,12,4,2007,2014,8,35.467980295566505,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1152,KS Shahabuddin,2007-2013,16,203,13.53,117.34,18,7,2007,2013,7,56.15763546798029,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1153,Jafar Jamal,2010-2016,20,202,16.83,138.35,14,12,2010,2016,7,63.366336633663366,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1154,K Karan Shinde,2016-2023,11,202,33.66,150.74,22,9,2016,2023,8,70.29702970297029,True,True,True,False,Inexperienced Elite Batter,Inexperienced Elite Batter
1155,TIF Triffitt,2011-2015,30,202,12.62,122.42,14,9,2011,2015,5,54.45544554455446,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1156,A Zampa,2012-2025,179,202,5.77,84.87,15,3,2012,2025,14,38.613861386138616,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1157,J Anand,2012-2015,15,201,18.27,95.26,14,6,2012,2015,4,45.77114427860697,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1158,LA Garg,2014-2023,50,201,12.56,118.93,14,11,2014,2023,10,60.69651741293532,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1159,DD Hada,2014-2017,11,201,20.1,110.43,19,5,2014,2017,4,52.736318407960205,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1160,Kartik Sharma,2024-2024,7,201,33.5,164.75,9,17,2024,2024,1,68.65671641791045,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Power Hitter
1161,M Louis,2024-2024,9,201,28.71,141.54,15,14,2024,2024,1,71.64179104477611,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Elite Batter
1162,PS Mehta,2007-2013,17,201,13.4,98.52,14,5,2007,2013,7,42.78606965174129,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1163,CR Pathak,2007-2011,13,200,15.38,84.38,23,0,2007,2011,5,46.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1164,VC Sahni,2007-2007,9,199,28.42,132.66,23,4,2007,2007,1,58.291457286432156,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1165,Chetan Sharma,2010-2011,8,199,28.42,101.01,21,3,2010,2011,2,51.256281407035175,True,False,False,False,Inexperienced Anchor,Inexperienced Anchor
1166,MA Jones,2022-2024,7,199,33.16,139.16,18,9,2022,2024,3,63.31658291457286,True,True,False,False,Inexperienced Versatile Batter,Inexperienced Versatile Batter
1167,Mizanur Rahman,2012-2025,22,199,10.47,87.66,23,4,2012,2025,14,58.291457286432156,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1168,MD Patel,2024-2024,9,199,22.11,111.17,20,6,2024,2024,1,58.291457286432156,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1169,Piyush Joshi,2021-2023,11,199,19.9,115.69,16,7,2021,2023,3,53.266331658291456,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1170,Shafiqullah,2012-2020,14,199,18.09,134.45,17,10,2012,2020,9,64.321608040201,False,True,False,False,Inexperienced Power Hitter,Inexperienced Explosive Finisher
1171,MT Steketee,2014-2025,78,199,7.37,101.53,11,9,2014,2025,12,49.246231155778894,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1172,Rameez Khan,2010-2013,16,198,18.0,120.0,23,5,2010,2013,4,61.61616161616161,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1173,G Roelofsen,2023-2023,10,198,22.0,112.5,18,4,2023,2023,1,48.484848484848484,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1174,SK Warne,2008-2013,70,198,9.9,92.52,14,6,2008,2013,6,46.464646464646464,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1175,Wasiqur Rahman,2016-2022,23,198,15.23,103.66,9,9,2016,2022,7,45.45454545454545,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1176,AS Yadav,2007-2011,19,198,14.14,111.23,17,7,2007,2011,5,55.55555555555556,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1177,Yudhvir Singh,2019-2024,33,198,9.9,196.03,12,19,2019,2024,6,81.81818181818183,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1178,SP Fleming,2008-2008,10,196,21.77,118.78,27,3,2008,2008,1,64.28571428571429,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1179,Mohammad Saif,2021-2024,10,196,21.77,118.78,21,5,2021,2024,4,58.16326530612245,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1180,R Pattnaik,2022-2024,16,196,17.81,179.81,23,10,2022,2024,3,77.55102040816327,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1181,AG Prince,2010-2011,10,196,19.6,120.98,18,5,2010,2011,2,52.04081632653062,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1182,Zafar Ali,2007-2016,12,196,21.77,113.29,21,6,2007,2016,10,61.224489795918366,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1183,JG Bethell,2024-2025,8,195,24.37,125.0,15,9,2024,2025,2,58.46153846153847,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1184,HDRL Thirimanne,2012-2016,19,194,12.93,110.85,18,5,2012,2016,5,52.57731958762887,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1185,RS Khaira,2022-2024,13,193,17.54,116.26,18,5,2022,2024,3,52.84974093264248,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1186,Umar Siddiq,2014-2019,12,193,17.54,103.76,15,8,2014,2019,6,55.95854922279793,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1187,DA Chougule,2007-2007,9,192,32.0,110.98,21,0,2007,2007,1,43.75,True,False,False,False,Inexperienced Anchor,Inexperienced Balanced Batter
1188,RA Whiteley,2017-2023,20,192,16.0,112.28,8,9,2017,2023,7,44.79166666666667,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1189,KK Yumnam,2021-2023,15,192,13.71,83.11,17,4,2021,2023,3,47.91666666666667,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1190,R Dayal,2011-2021,42,191,11.93,82.32,9,2,2011,2021,11,25.13089005235602,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1191,SA Edwards,2021-2024,15,191,15.91,98.96,16,3,2021,2024,4,42.93193717277487,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1192,OJ Pope,2024-2025,9,191,21.22,122.43,13,5,2024,2025,2,42.93193717277487,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1193,A Ratra,2009-2013,17,191,13.64,99.47,19,0,2009,2013,5,39.79057591623037,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1194,AA Das,2013-2021,13,189,14.53,83.62,14,3,2013,2021,9,39.15343915343915,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1195,VS Malik,2007-2014,41,189,12.6,113.17,20,5,2007,2014,8,58.201058201058196,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1196,K Panchal,2007-2013,21,189,21.0,111.83,16,4,2007,2013,7,46.56084656084656,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1197,NT Broom,2009-2013,10,188,23.5,129.65,15,11,2009,2013,5,67.02127659574468,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1198,JM How,2010-2010,4,188,94.0,138.23,24,8,2010,2010,1,76.59574468085107,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1199,P Jayachandra,2007-2007,8,188,23.5,106.21,15,5,2007,2007,1,47.87234042553192,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1200,D Naren Reddy,2013-2021,19,188,20.88,144.61,8,13,2013,2021,9,58.51063829787234,False,False,True,False,Inexperienced Finisher,Inexperienced Explosive Finisher
1201,Taijul Islam,2012-2025,79,188,11.05,79.66,14,2,2012,2025,14,36.17021276595745,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
