Unnamed: 0,player,span,mat,runs,avg,sr,fours,sixes,start_year,end_year,career_length,boundary_pct,is_anchor,is_power_hitter,is_finisher,is_experienced,role,predicted_role
1484,Noor Ahmad,2020-2025,99,123,6.47,97.61,7,7,2020,2025,6,56.91056910569105,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1485,AS Pan,2019-2024,14,123,20.5,114.95,8,8,2019,2024,6,65.04065040650406,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1486,AW Robinson,2011-2012,7,123,17.57,129.47,15,4,2011,2012,2,68.29268292682927,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1487,Al Bashid Muhammed,2019-2024,16,122,8.71,55.96,7,2,2019,2024,6,32.78688524590164,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1488,SJ Konstas,2024-2025,5,122,24.4,128.42,15,4,2024,2025,2,68.85245901639344,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Power Hitter
1489,D Mahajan,2007-2011,17,122,8.13,78.2,7,0,2007,2011,5,22.950819672131146,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1490,Nasum Ahmed,2015-2025,67,122,6.77,102.52,14,5,2015,2025,11,70.49180327868852,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1491,SP Qureshi,2009-2009,4,122,30.5,131.18,13,6,2009,2009,1,72.1311475409836,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1492,AS Verma,2007-2010,9,122,15.25,109.9,10,3,2007,2010,4,47.540983606557376,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1493,RU Bhosale,2009-2009,4,121,40.33,102.54,13,1,2009,2009,1,47.93388429752066,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1494,Z de Bruyn,2009-2012,11,121,20.16,88.32,12,1,2009,2012,4,44.62809917355372,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1495,CA Karthik,2021-2021,5,121,30.25,112.03,10,4,2021,2021,1,52.892561983471076,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1496,GH Worker,2010-2019,11,121,15.12,109.0,8,5,2010,2019,10,51.2396694214876,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1497,LS Boucher,2019-2020,8,120,24.0,105.26,13,3,2019,2020,2,58.333333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1498,KJ Cottoy,2015-2021,11,120,30.0,115.38,9,5,2015,2021,7,55.00000000000001,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Anchor
1499,BFW de Leede,2021-2024,15,120,12.0,73.17,9,1,2021,2024,4,35.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1500,KA Hope,2016-2016,5,120,24.0,109.09,14,2,2016,2016,1,56.666666666666664,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1501,Javed Ahmed,2009-2010,8,120,15.0,85.71,17,0,2009,2010,2,56.666666666666664,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1502,SS Paul,2021-2024,20,120,13.33,105.26,10,4,2021,2024,4,53.333333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1503,CP Savage,2024-2024,8,120,40.0,157.89,10,7,2024,2024,1,68.33333333333333,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1504,K Vasudevadas,2007-2011,14,120,17.14,123.71,10,2,2007,2011,5,43.333333333333336,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1505,A Mallick,2015-2017,10,119,17.0,103.47,11,3,2015,2017,3,52.10084033613446,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1506,AG Murtaza,2007-2014,33,119,19.83,86.23,10,1,2007,2014,8,38.655462184873954,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1507,AS Tendulkar,2021-2024,24,119,13.22,123.95,7,7,2021,2024,4,58.82352941176471,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1508,CG Williams,2021-2021,8,119,14.87,85.0,9,4,2021,2021,1,50.42016806722689,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1509,SS Das,2014-2024,23,118,13.11,86.76,4,7,2014,2024,11,49.152542372881356,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1510,BS Makhanya,2023-2025,14,118,14.75,114.56,11,3,2023,2025,3,52.54237288135594,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1511,Mustafizur Rahman,2015-2025,176,118,6.55,69.82,5,7,2015,2025,11,52.54237288135594,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1512,PC Rawat,2022-2023,11,118,10.72,74.68,18,0,2022,2023,2,61.016949152542374,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1513,AV Deshpande,2007-2007,4,117,29.25,108.33,8,1,2007,2007,1,32.47863247863248,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1514,SS Hooda,2013-2013,5,117,23.4,89.31,9,4,2013,2013,1,51.28205128205128,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1515,Mohit Sharma,2010-2014,7,117,16.71,113.59,13,1,2010,2014,5,49.572649572649574,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1516,G Motie,2021-2024,48,117,13.0,93.6,5,7,2021,2024,4,52.991452991452995,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1517,Pawan Shah,2022-2022,6,117,19.5,107.33,13,2,2022,2022,1,54.700854700854705,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1518,SL Terang,2024-2024,5,117,29.25,87.96,11,2,2024,2024,1,47.863247863247864,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1519,JP Wood,2020-2025,6,117,19.5,127.17,7,7,2020,2025,6,59.82905982905983,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1520,VA Deshpande,2010-2011,7,116,16.57,122.1,10,2,2010,2011,2,44.827586206896555,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1521,ST de Silva,2020-2021,11,116,14.5,130.33,7,6,2020,2021,2,55.172413793103445,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1522,Jahandad Khan,2024-2025,15,116,23.2,200.0,7,9,2024,2025,2,70.6896551724138,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1523,HGJM Kulatunga,2009-2010,6,116,19.33,110.47,11,5,2009,2010,2,63.793103448275865,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1524,F Lalmuanzuala,2022-2024,17,116,7.73,63.38,10,1,2022,2024,3,39.6551724137931,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1525,A Lamba,2007-2007,4,116,58.0,116.0,20,0,2007,2007,1,68.96551724137932,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1526,A Nortje,2020-2024,88,116,8.92,112.62,14,2,2020,2024,5,58.620689655172406,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1527,VD Philander,2007-2014,25,116,19.33,154.66,8,6,2007,2014,8,58.620689655172406,False,False,True,False,Inexperienced Finisher,Inexperienced Explosive Finisher
1528,DS Punia,2015-2022,21,116,14.5,101.75,5,5,2015,2022,8,43.103448275862064,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1529,RR Sanjay,2021-2022,4,116,29.0,116.0,15,3,2021,2022,2,67.24137931034483,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1530,AM Thakuri,2021-2022,10,116,12.88,90.62,15,0,2021,2022,2,51.724137931034484,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1531,Towfiq Khan,2023-2025,7,116,16.57,106.42,13,5,2023,2025,3,70.6896551724138,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1532,DB Bana,2022-2024,11,115,12.77,108.49,9,5,2022,2024,3,57.391304347826086,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1533,Kshitij Patel,2018-2023,7,115,23.0,110.57,8,3,2018,2023,6,43.47826086956522,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1534,A Sen,2019-2023,19,115,10.45,69.27,6,3,2019,2023,5,36.52173913043478,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1535,P Awasthi,2013-2019,13,114,11.4,100.88,6,3,2013,2019,7,36.84210526315789,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1536,S Badree,2009-2018,119,114,10.36,86.36,3,4,2009,2018,10,31.57894736842105,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1537,BM Chauhan,2013-2014,6,114,19.0,96.61,14,1,2013,2014,2,54.385964912280706,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1538,H Gopinath,2009-2015,9,114,19.0,121.27,15,1,2009,2015,7,57.89473684210527,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1539,Mohammed Shami,2010-2024,156,114,6.33,104.58,10,4,2010,2024,15,56.14035087719298,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1540,Mrittunjoy Chowdhury,2022-2025,25,114,16.28,104.58,8,5,2022,2025,4,54.385964912280706,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1541,M Pranith,2019-2019,2,114,57.0,190.0,11,8,2019,2019,1,80.7017543859649,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1542,AG Tiwary,2023-2024,4,114,28.5,134.11,8,7,2023,2024,2,64.91228070175438,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1543,WPUJC Vaas,2007-2010,18,114,12.66,100.0,3,3,2007,2010,4,26.31578947368421,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1544,DR Flynn,2014-2014,7,113,16.14,122.82,10,4,2014,2014,1,56.63716814159292,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1545,TA Griffith,2013-2019,8,113,16.14,109.7,9,4,2013,2019,7,53.09734513274337,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1546,DL Maddy,2007-2007,4,113,28.25,141.25,12,3,2007,2007,1,58.4070796460177,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1547,Naseem Shah,2020-2024,70,113,7.53,111.88,9,6,2020,2024,5,63.716814159292035,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1548,Piyush K Singh,2019-2022,9,113,12.55,83.08,14,1,2019,2022,4,54.86725663716814,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1549,TS Saha,2007-2021,28,113,6.64,86.92,8,2,2007,2021,15,38.93805309734513,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1550,C Saini,2014-2018,9,113,16.14,103.66,4,2,2014,2018,5,24.778761061946902,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1551,AP Sharma,2019-2023,20,113,14.12,100.0,6,4,2019,2023,5,42.47787610619469,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1552,X Thalaivan Sargunam,2013-2019,8,113,16.14,72.43,9,1,2013,2019,7,37.16814159292036,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1553,DB Patel,2018-2023,15,112,18.66,112.0,8,5,2018,2023,6,55.35714285714286,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1554,NS Shetty,2009-2010,8,112,14.0,81.15,8,1,2009,2010,2,33.92857142857143,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1555,ND Stewart,2009-2016,23,112,14.0,164.7,7,9,2009,2016,8,73.21428571428571,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1556,K Zondo,2014-2014,4,112,37.33,119.14,10,1,2014,2014,1,41.07142857142857,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1557,S Bau,2021-2024,7,111,15.85,81.02,11,2,2021,2024,4,50.45045045045045,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1558,Danish Aziz,2018-2022,8,111,22.2,129.06,7,7,2018,2022,5,63.06306306306306,False,True,False,False,Inexperienced Power Hitter,Inexperienced Balanced Batter
1559,ZE Green,2021-2024,15,111,10.09,78.72,7,2,2021,2024,4,36.03603603603604,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1560,D Rushi Raj,2007-2007,4,111,27.75,133.73,10,7,2007,2007,1,73.87387387387388,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1561,Vikash Singh,2014-2024,52,111,12.33,109.9,5,8,2014,2024,11,61.261261261261254,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1562,HR Walsh,2018-2024,40,111,13.87,118.08,4,7,2018,2024,7,52.25225225225225,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1563,Zeeshan Maqsood,2016-2024,10,111,13.87,94.87,13,2,2016,2024,9,57.65765765765766,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1564,Ashutosh Aman,2019-2022,29,110,7.85,79.71,5,2,2019,2022,4,29.09090909090909,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1565,D Bundela,2007-2007,8,110,13.75,84.61,8,1,2007,2007,1,34.54545454545455,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1566,SD Chowdhury,2007-2010,10,110,18.33,86.61,9,1,2007,2010,4,38.18181818181819,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1567,Gulraiz Sadaf,2018-2018,5,110,36.66,90.9,8,3,2018,2018,1,45.45454545454545,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1568,AS Jamwal,2019-2024,26,110,18.33,134.14,7,7,2019,2024,6,63.63636363636363,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1569,V Nayanar,2023-2023,5,110,22.0,130.95,18,1,2023,2023,1,70.9090909090909,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1570,Sandeep Sharma,2013-2024,193,110,11.0,88.0,9,0,2013,2024,12,32.72727272727273,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1571,GS Sandhu,2012-2025,78,110,9.16,97.34,8,3,2012,2025,14,45.45454545454545,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1572,VK Singh,2023-2024,13,110,27.5,157.14,11,5,2023,2024,2,67.27272727272727,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Power Hitter
1573,PA Tanwar,2019-2019,6,110,27.5,111.11,9,4,2019,2019,1,54.54545454545454,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1574,A Vala,2021-2024,7,110,15.71,104.76,11,4,2021,2024,4,61.81818181818181,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1575,PVD Chameera,2016-2024,55,109,8.38,100.92,9,4,2016,2024,9,55.04587155963303,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1576,KL Nagarkoti,2020-2024,32,109,9.9,85.82,8,0,2020,2024,5,29.357798165137616,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1577,IC Pandey,2013-2021,71,109,6.81,123.86,9,5,2013,2021,9,60.550458715596335,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1578,LD Pfeffer,2022-2022,4,109,27.25,114.73,9,3,2022,2022,1,49.54128440366973,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1579,Rishad Hossain,2019-2025,23,109,13.62,175.8,7,8,2019,2025,7,69.72477064220183,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1580,JE Taylor,2009-2019,61,109,9.08,102.83,7,5,2009,2019,11,53.21100917431193,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1581,AA Sengupta,2021-2024,17,108,10.8,133.33,7,6,2021,2024,4,59.25925925925925,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1582,RP Singh,2007-2016,130,108,4.32,72.97,4,2,2007,2016,10,25.925925925925924,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1583,CR Woakes,2013-2025,41,108,9.81,105.88,10,3,2013,2025,13,53.70370370370371,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1584,AK Chowdhary,2019-2024,30,107,10.7,79.85,5,4,2019,2024,6,41.1214953271028,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1585,KR Hooda,2011-2015,21,107,7.64,82.94,10,1,2011,2015,5,42.99065420560748,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1586,Jaskirat Singh,2024-2024,6,107,17.83,108.08,8,3,2024,2024,1,46.728971962616825,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1587,Manoj Singh,2017-2018,10,107,21.4,118.88,10,1,2017,2018,2,42.99065420560748,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1588,Mukesh Sharma,2009-2010,9,107,17.83,100.94,9,3,2009,2010,2,50.467289719626166,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1589,R Negi,2009-2016,15,107,13.37,112.63,8,3,2009,2016,8,46.728971962616825,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1590,Jai P Yadav,2009-2011,12,107,15.28,128.91,12,2,2009,2011,3,56.074766355140184,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1591,SV Bahutule,2007-2011,12,106,21.2,134.17,7,2,2007,2011,5,37.735849056603776,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1592,AP Bais,2013-2019,11,106,13.25,93.8,8,0,2013,2019,7,30.18867924528302,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1593,A Bramble,2016-2021,17,106,9.63,91.37,8,3,2016,2021,6,47.16981132075472,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1594,L Jhon,2023-2024,8,106,15.14,72.6,10,0,2023,2024,2,37.735849056603776,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1595,W Madhevere,2022-2022,8,106,15.14,127.71,15,2,2022,2022,1,67.9245283018868,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1596,M Markande,2018-2024,86,106,15.14,112.76,10,2,2018,2024,7,49.056603773584904,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1597,S Raina,2019-2021,9,106,15.14,123.25,11,5,2019,2021,3,69.81132075471697,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1598,Rajesh Singh,2019-2019,6,106,17.66,135.89,7,7,2019,2019,1,66.0377358490566,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1599,BB Sran,2011-2019,46,106,11.77,132.5,11,3,2011,2019,9,58.490566037735846,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1600,HJ Tamore,2021-2024,19,106,21.2,119.1,7,5,2021,2024,4,54.71698113207547,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1601,S Aravind,2007-2018,83,105,11.66,100.0,11,0,2007,2018,12,41.904761904761905,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1602,S Baig,2010-2019,12,105,13.12,147.88,9,5,2010,2019,10,62.857142857142854,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1603,S Dadswell,2023-2024,11,105,13.12,95.45,7,3,2023,2024,2,43.80952380952381,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1604,CJ Gannon,2012-2025,34,105,11.66,98.13,8,3,2012,2025,14,47.61904761904761,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1605,ALR Lubana,2021-2024,8,105,21.0,159.09,10,6,2021,2024,4,72.38095238095238,False,True,False,False,Inexperienced Power Hitter,Inexperienced Explosive Finisher
1606,RJ Nicol,2012-2012,5,105,26.25,119.31,7,5,2012,2012,1,55.23809523809524,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1607,Paramveer Singh,2010-2011,7,105,35.0,111.7,6,2,2010,2011,2,34.285714285714285,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1608,V Permaul,2013-2024,73,105,7.5,88.98,6,4,2013,2024,12,45.714285714285715,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1609,Rameez Raja (2),2012-2018,9,105,17.5,125.0,8,3,2012,2018,7,47.61904761904761,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1610,SM Sanandia,2016-2018,16,105,17.5,150.0,8,6,2016,2018,3,64.76190476190476,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1611,ABB Sangma,2023-2024,11,105,9.54,70.46,10,3,2023,2024,2,55.23809523809524,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1612,JM Bird,2012-2025,87,104,10.4,86.66,5,1,2012,2025,14,25.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1613,R Cameron,2010-2010,4,104,34.66,167.74,7,8,2010,2010,1,73.07692307692307,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1614,SS Ghosh,2021-2024,14,104,11.55,93.69,4,2,2021,2024,4,26.923076923076923,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1615,J Kousik,2016-2021,11,104,34.66,126.82,5,4,2016,2021,6,42.30769230769231,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Anchor
1616,I Malhotra,2007-2012,11,104,14.85,97.19,15,1,2007,2012,6,63.46153846153846,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1617,RR Singh,2013-2017,25,104,8.66,100.0,10,5,2013,2017,5,67.3076923076923,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1618,VB van Jaarsveld,2010-2014,8,104,14.85,108.33,9,3,2010,2014,5,51.92307692307693,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1619,Abbas Afridi,2021-2024,33,103,12.87,128.75,10,5,2021,2024,4,67.96116504854369,False,True,False,False,Inexperienced Power Hitter,Inexperienced Explosive Finisher
1620,Avinash Yadav,2010-2022,22,103,14.71,95.37,12,1,2010,2022,13,52.42718446601942,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1621,S Hegde,2023-2024,10,103,25.75,190.74,4,9,2023,2024,2,67.96116504854369,False,True,False,False,Inexperienced Power Hitter,Inexperienced Explosive Finisher
1622,HV Shitoot,2007-2009,7,103,14.71,109.57,16,1,2007,2009,3,67.96116504854369,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1623,Shoaib Md Khan,2017-2022,15,103,25.75,122.61,8,4,2017,2022,6,54.36893203883495,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1624,Ayaan Khan,2016-2024,7,102,25.5,94.44,6,3,2016,2024,9,41.17647058823529,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1625,Basir Rahman,2019-2023,7,102,14.57,85.0,11,2,2019,2023,5,54.90196078431373,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1626,D du Preez,2009-2010,8,102,20.4,114.6,3,6,2009,2010,2,47.05882352941176,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1627,S Fanning,2024-2025,4,102,25.5,145.71,8,5,2024,2025,2,60.78431372549019,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1628,Manjeet Singh,2015-2019,17,102,17.0,196.15,9,8,2015,2019,5,82.35294117647058,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1629,Mayank Rawat,2024-2024,9,102,34.0,124.39,7,4,2024,2024,1,50.98039215686274,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1630,JL Pattinson,2010-2022,42,102,6.37,108.51,5,5,2010,2022,13,49.01960784313725,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1631,A Swain,2022-2024,8,102,17.0,115.9,9,3,2022,2024,3,52.94117647058824,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1632,Yasir Shah,2015-2021,48,102,6.0,87.17,9,3,2015,2021,7,52.94117647058824,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1633,AR Kalsi,2024-2024,4,101,25.25,104.12,10,0,2024,2024,1,39.603960396039604,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1634,Mohsin Khan,2018-2024,62,101,8.41,116.09,7,4,2018,2024,7,51.48514851485149,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1635,MJ Prior,2007-2013,7,101,14.42,92.66,5,5,2007,2013,7,49.504950495049506,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1636,MS Raghav,2017-2017,5,101,20.2,136.48,16,2,2017,2017,1,75.24752475247524,False,True,False,False,Inexperienced Power Hitter,Inexperienced Power Hitter
1637,Tanzim Hasan Sakib,2023-2025,32,101,9.18,84.87,9,3,2023,2025,3,53.46534653465347,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1638,G Ajitesh,2022-2023,11,100,11.11,161.29,9,6,2022,2023,2,72.0,False,True,True,False,Inexperienced Explosive Finisher,Inexperienced Explosive Finisher
1639,TP Alsop,2025-2025,4,100,33.33,147.05,5,5,2025,2025,1,50.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1640,SS Bachhav,2016-2024,53,100,8.33,103.09,11,0,2016,2024,9,44.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1641,C Kranthi Kumar,2019-2021,6,100,25.0,129.87,8,4,2019,2021,3,56.00000000000001,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1642,Mohit Rathee,2023-2024,13,100,14.28,126.58,9,4,2023,2024,2,60.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1643,AR Mokhade,2022-2022,7,100,20.0,116.27,9,4,2022,2022,1,60.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1644,L Scott,2020-2025,9,100,20.0,129.87,6,5,2020,2025,6,54.0,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1645,RA Shah,2021-2022,8,100,20.0,74.62,7,0,2021,2022,2,28.000000000000004,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1646,A Alam,2011-2011,3,99,33.0,137.5,10,1,2011,2011,1,46.464646464646464,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
1647,Auqib Nabi,2019-2024,27,99,9.9,103.12,2,7,2019,2024,6,50.505050505050505,False,False,False,False,Inexperienced Balanced Batter,Inexperienced Balanced Batter
