Unnamed: 0,player,span,mat,wickets,econ,sr,start_year,end_year,career_length,is_wicket_taker,is_economist,is_experienced,role,predicted_role
1616,Aminul Islam,2019-2020,6,4,7.55,27.0,2019,2020,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1617,Anwar Ahmed,2011-2013,5,4,6.73,28.5,2011,2013,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1618,AK Argal,2010-2013,6,4,9.22,33.0,2010,2013,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1619,Ariful Haque,2012-2025,93,4,11.68,52.5,2012,2025,14,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1620,Arish Ali,2021-2022,2,4,9.14,10.5,2021,2022,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1621,KIC Asalanka,2020-2024,59,4,7.79,41.0,2020,2024,5,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
1622,Ashish Singh,2017-2018,9,4,6.33,13.5,2017,2018,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1623,Asif Ahmed,2012-2015,14,4,8.46,34.7,2012,2015,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1624,M Aslam,2007-2007,4,4,7.0,22.5,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1625,AP Bhattacharjee,2019-2019,8,4,6.42,28.5,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1626,JG Bethell,2024-2025,8,4,6.8,16.7,2024,2025,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1627,K Bharat Reddy,2007-2007,3,4,7.73,9.5,2007,2007,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1628,K Bhurtel,2024-2024,3,4,5.12,12.0,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1629,PR Bhut,2021-2023,7,4,7.52,28.5,2021,2023,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1630,NR Bist,2010-2011,10,4,7.2,15.0,2010,2011,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1631,PW Borren,2009-2016,12,4,7.38,27.0,2009,2016,8,False,True,False,Inexperienced Economist,Inexperienced Economist
1632,ND Buchanan,2011-2017,5,4,10.75,18.0,2011,2017,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1633,LR Butterworth,2011-2012,4,4,7.97,17.5,2011,2012,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1634,JL Carter,2013-2021,65,4,9.51,36.2,2013,2021,9,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
1635,HWR Cartwright,2012-2025,109,4,12.58,23.0,2012,2025,14,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1636,AA Chakraborty,2018-2019,12,4,7.11,52.5,2018,2019,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1637,SD Chitnis,2008-2016,34,4,9.5,18.0,2008,2016,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1638,KC D'Costa,2015-2015,5,4,6.42,21.0,2015,2015,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1639,R Dangwal,2019-2019,5,4,7.29,25.5,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1640,K Das,2016-2019,11,4,7.0,54.0,2016,2019,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1641,KS Das,2015-2019,8,4,7.61,31.5,2015,2019,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1642,Delwar Hossain,2019-2020,5,4,8.68,21.2,2019,2020,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1643,JD Desai,2007-2014,19,4,11.36,16.5,2007,2014,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1644,Pratik Desai,2007-2021,11,4,8.51,23.2,2007,2021,15,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1645,S Descarte,2023-2024,11,4,9.15,19.5,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1646,PU Deshpande,2015-2021,26,4,8.53,30.7,2015,2021,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1647,S Dhawan,2007-2024,277,4,8.25,12.0,2007,2024,18,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1648,JG Dill,2024-2024,3,4,10.12,12.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1649,Dolar Mahmud,2012-2015,6,4,10.45,16.5,2012,2015,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1650,BG Drew,2012-2012,3,4,7.5,18.0,2012,2012,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1651,N Edward,2024-2024,2,4,9.6,8.7,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1652,AC Evans,2016-2021,5,4,8.75,24.0,2016,2021,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1653,Fawad Alam,2007-2012,13,4,9.5,12.0,2007,2012,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1654,Fayyaz Butt,2021-2024,3,4,8.37,10.7,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1655,MVT Fernando,2020-2023,4,4,7.9,16.5,2020,2023,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1656,VK Galetiya,2015-2023,2,4,6.0,12.0,2015,2023,9,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1657,CH Gandhi,2021-2024,11,4,5.94,52.5,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1658,RM Haq,2007-2009,3,4,9.25,12.0,2007,2009,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1659,K Harish,2014-2014,3,4,7.9,15.0,2014,2014,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1660,Haseeb Amjad,2014-2016,5,4,9.13,22.5,2014,2016,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1661,M Hashim,2007-2010,4,4,8.07,19.5,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1662,MJ Henry,2017-2024,8,4,11.02,35.2,2017,2024,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1663,Hrishi Raj,2021-2021,2,4,9.71,10.5,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1664,KAR Hodge,2018-2020,9,4,8.72,37.5,2018,2020,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1665,Hossain Ali,2017-2017,4,4,10.14,21.0,2017,2017,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1666,CA Ingram,2010-2025,141,4,9.0,31.5,2010,2025,16,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
1667,SK Ismail,2019-2021,5,4,9.05,27.5,2019,2021,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1668,MP Jain,2021-2021,1,4,3.5,6.0,2021,2021,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1669,S Jangir,2019-2022,5,4,6.69,19.5,2019,2022,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1670,Jasmer Dhankhar,2022-2023,7,4,7.5,24.0,2022,2023,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1671,NGRP Jayasuriya,2024-2024,4,4,8.92,19.5,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1672,SK Jena,2010-2011,8,4,5.66,31.5,2010,2011,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1673,VH Joshi,2009-2014,5,4,7.78,21.0,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1674,Junaid Siddique,2022-2022,3,4,7.91,18.0,2022,2022,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1675,JN Kalita,2019-2024,9,4,5.78,20.7,2019,2024,6,False,True,False,Inexperienced Economist,Inexperienced Economist
1676,RR Kanojia,2015-2017,10,4,6.53,45.0,2015,2017,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1677,Kartikeya Kak,2021-2021,2,4,10.57,10.5,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1678,SA Khare,2007-2007,4,4,5.5,24.0,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1679,HP Kingston,2015-2017,5,4,11.16,18.0,2015,2017,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1680,JP Kreusch,2010-2011,7,4,7.1,15.0,2010,2011,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1681,PE Kruger,2024-2025,11,4,6.62,12.0,2024,2025,2,False,True,False,Inexperienced Economist,Inexperienced Economist
1682,AS Kuila,2015-2021,4,4,10.36,16.5,2015,2021,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1683,S Kumar Singh,2021-2021,3,4,10.42,14.2,2021,2021,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1684,Maaz Khan,2018-2020,4,4,9.0,16.5,2018,2020,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1685,BE McGain,2010-2012,5,4,9.77,24.2,2010,2012,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1686,LD Madushanka,2020-2023,13,4,8.8,15.0,2020,2023,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1687,I Malhotra,2007-2012,11,4,8.37,24.0,2007,2012,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1688,E Malinga,2024-2025,4,4,9.54,20.7,2024,2025,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1689,Marshall Ayub,2012-2019,8,4,5.0,6.0,2012,2019,8,False,True,False,Inexperienced Economist,Inexperienced Elite Bowler
1690,JB Mohapatra,2024-2024,3,4,5.66,9.0,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1691,TS Moirangthem,2019-2019,4,4,7.54,16.5,2019,2019,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1692,JK Mukhiya,2014-2014,3,4,5.75,12.0,2014,2014,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1693,KK Nair,2013-2024,163,4,7.05,21.2,2013,2024,12,False,True,True,Experienced Economist,Experienced Economist
1694,A Nao,2024-2024,4,4,5.61,19.5,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1695,Nishunk Birla,2024-2024,6,4,9.56,24.0,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1696,PS Painkra,2023-2023,5,4,10.12,20.0,2023,2023,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1697,P Palawat,2024-2024,7,4,8.38,19.5,2024,2024,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1698,Pankaj Kumar,2007-2007,5,4,5.84,28.5,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1699,MB Parmar,2007-2011,7,4,8.52,34.5,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1700,VM Parmar,2010-2014,5,4,6.2,22.5,2010,2014,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1701,KP Patel,2017-2021,11,4,7.31,24.0,2017,2021,5,False,True,False,Inexperienced Economist,Inexperienced Economist
1702,RB Patel,2007-2007,2,4,4.97,10.2,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1703,JA Patil,2007-2007,3,4,6.7,15.0,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1704,R Pattnaik,2022-2024,16,4,8.77,13.5,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1705,MDK Perera,2014-2020,10,4,7.25,40.5,2014,2020,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1706,GG Peters,2025-2025,3,4,8.33,18.0,2025,2025,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1707,BJ Phillips,2009-2009,3,4,8.0,18.0,2009,2009,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1708,G Praneeth Kumar,2013-2015,6,4,7.23,19.5,2013,2015,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1709,R Prasanna,2007-2010,7,4,6.91,18.0,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
1710,R Pratap Singh,2022-2024,11,4,10.15,22.0,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1711,Puneet Yadav,2010-2017,35,4,8.45,33.0,2010,2017,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1712,AR Ramjani,2024-2024,4,4,6.0,16.5,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1713,Ranjeet Singh,2007-2007,2,4,5.6,7.5,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1714,Raza Hasan,2012-2018,8,4,6.25,42.0,2012,2018,7,False,True,False,Inexperienced Economist,Inexperienced Economist
1715,D Rohit,2019-2023,34,4,9.28,45.2,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1716,BB Roy,2013-2017,13,4,9.2,52.5,2013,2017,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1717,P Sahu,2009-2016,15,4,7.67,32.2,2009,2016,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1718,Sajedul Islam,2013-2015,4,4,6.68,15.2,2013,2015,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1719,GV Sarath Babu,2010-2011,4,4,9.12,12.0,2010,2011,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1720,P Sargade,2019-2019,6,4,5.9,33.0,2019,2019,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1721,CP Schofield,2007-2007,4,4,7.16,19.2,2007,2007,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1722,SS Shaikh,2009-2015,18,4,10.07,21.0,2009,2015,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1723,Sharifullah,2017-2023,4,4,8.1,15.0,2017,2023,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Wicket Taker
1724,NS Sharma,2024-2024,3,4,6.63,16.5,2024,2024,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1725,Shubham Sharma,2021-2021,6,4,5.63,28.5,2021,2021,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1726,SS Sharma,2015-2017,3,4,7.08,18.0,2015,2017,3,False,True,False,Inexperienced Economist,Inexperienced Economist
1727,PK Singh,2023-2024,3,4,10.37,12.0,2023,2024,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1728,S Singh,2009-2009,2,4,5.25,12.0,2009,2009,1,False,True,False,Inexperienced Economist,Inexperienced Economist
1729,S Sriram,2007-2011,15,4,8.1,42.0,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1730,T Stubbs,2022-2025,73,4,11.4,7.5,2022,2025,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
1731,Sufiyan Muqeem,2023-2023,5,4,8.69,19.5,2023,2023,1,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
