Unnamed: 0,player,span,mat,wickets,econ,sr,start_year,end_year,career_length,is_wicket_taker,is_economist,is_experienced,role,predicted_role
718,BM Edmondson,2011-2013,17,20,8.97,18.7,2011,2013,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
719,ST Gabriel,2012-2018,25,20,8.09,19.6,2012,2018,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
720,RV Gomez,2007-2019,62,20,7.8,29.4,2007,2019,13,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
721,DS Goswami,2007-2015,17,20,7.04,16.1,2007,2015,9,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
722,SM Harwood,2009-2012,16,20,7.37,17.2,2009,2012,4,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
723,TM Head,2013-2025,102,20,8.58,20.0,2013,2025,13,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
724,Karim Janat,2021-2024,35,20,8.28,19.8,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
725,KAU Kense,2021-2024,20,20,7.58,18.4,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
726,Mayank Mishra,2019-2022,19,20,7.09,18.5,2019,2022,4,False,True,False,Inexperienced Economist,Inexperienced Economist
727,JM Mennie,2012-2020,22,20,8.71,18.4,2012,2020,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
728,NO Miller,2010-2018,39,20,6.75,35.1,2010,2018,9,False,True,False,Inexperienced Economist,Inexperienced Economist
729,Mohammad Imran,2021-2025,22,20,8.82,24.0,2021,2025,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
730,RG More,2012-2024,22,20,8.23,20.9,2012,2024,13,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
731,Mujtaba Yousuf,2019-2022,21,20,7.67,21.3,2019,2022,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
732,S Rana,2007-2015,42,20,6.77,17.8,2007,2015,9,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
733,Sarfaraz Ashraf,2014-2019,21,20,7.05,18.2,2014,2019,6,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
734,AP Sharma,2019-2023,20,20,6.33,21.6,2019,2023,5,False,True,False,Inexperienced Economist,Inexperienced Economist
735,Shashank Singh,2015-2025,77,20,8.42,19.2,2015,2025,11,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
736,Sohrawordi Shuvo,2010-2022,31,20,7.86,26.1,2010,2022,13,False,False,False,Inexperienced Balanced Bowler,Experienced Balanced Bowler
737,SJ Srivastava,2007-2011,22,20,8.66,22.6,2007,2011,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
738,SP Tari,2023-2024,13,20,8.64,13.5,2023,2024,2,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
739,T Thyagarajan,2018-2024,31,20,6.39,34.5,2018,2024,7,False,True,False,Inexperienced Economist,Inexperienced Economist
740,V Tiwari,2019-2024,17,20,9.53,13.5,2019,2024,6,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
741,Zulfiqar Babar,2014-2018,24,20,6.89,28.2,2014,2018,5,False,True,False,Inexperienced Economist,Inexperienced Economist
742,HH Gadekar,2010-2014,14,19,6.17,14.8,2010,2014,5,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
743,P Amarnath,2007-2013,14,19,9.2,16.7,2007,2013,7,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
744,G Anikethreddy,2022-2024,14,19,6.62,15.5,2022,2024,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
745,RH Bhatt,2007-2018,43,19,7.64,22.8,2007,2018,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
746,D Bishoo,2010-2018,16,19,7.52,17.0,2010,2018,9,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
747,C Campher,2021-2024,24,19,8.32,16.7,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
748,AA Chavan,2009-2013,26,19,7.97,25.0,2009,2013,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
749,PG Dake,2014-2021,11,19,8.46,12.3,2014,2021,8,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
750,RV Dhurv,2007-2014,22,19,6.83,24.4,2007,2014,8,False,True,False,Inexperienced Economist,Inexperienced Economist
751,Dilbar Hussain,2020-2023,15,19,8.61,14.9,2020,2023,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
752,J Edwards,2018-2025,51,19,8.1,21.7,2018,2025,8,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
753,GD Elliott,2016-2017,27,19,7.56,18.9,2016,2017,2,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
754,EP Gulbis,2012-2019,47,19,8.1,26.2,2012,2019,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
755,MADI Hemantha,2022-2024,14,19,6.75,14.7,2022,2024,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
756,CD Hinchliffe,2019-2023,27,19,8.05,18.9,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
757,MN Hirwani,2016-2023,24,19,7.25,23.3,2016,2023,8,False,True,False,Inexperienced Economist,Inexperienced Economist
758,WG Jacks,2020-2025,66,19,7.39,25.5,2020,2025,6,False,True,True,Experienced Economist,Inexperienced Economist
759,JL Jaggesar,2016-2025,23,19,7.77,22.4,2016,2025,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
760,DE Johnson,2013-2016,12,19,8.62,13.1,2013,2016,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
761,E Jones,2023-2025,19,19,9.41,15.2,2023,2025,3,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
762,Kaushal Singh,2014-2021,36,19,7.92,20.6,2014,2021,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
763,D Lakshan,2020-2023,17,19,9.02,12.9,2020,2023,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
764,SJK Majumdar,2021-2024,21,19,6.65,18.8,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
765,BAD Manenti,2018-2025,33,19,7.58,26.3,2018,2025,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
766,T Murphy,2021-2025,28,19,6.42,20.8,2021,2025,5,False,True,False,Inexperienced Economist,Inexperienced Economist
767,PKKK Naidu,2010-2015,19,19,8.14,19.1,2010,2015,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
768,S Nazar,2013-2015,15,19,5.3,17.7,2013,2015,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
769,SM Pollock,2007-2008,18,19,7.14,20.6,2007,2008,2,False,True,False,Inexperienced Economist,Inexperienced Economist
770,V Pratap Singh,2012-2021,22,19,8.56,23.6,2012,2021,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
771,Rajan Kumar,2022-2024,19,19,7.62,19.2,2022,2024,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
772,J Royal,2019-2023,23,19,7.71,17.4,2019,2023,5,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
773,Jatin S Saxena,2009-2018,18,19,6.24,15.4,2009,2018,10,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
774,Shakeeb Ahmed,2017-2019,16,19,8.6,15.7,2017,2019,3,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
775,Shapoor Zadran,2010-2016,17,19,6.82,18.4,2010,2016,7,False,True,False,Inexperienced Economist,Inexperienced Economist
776,RR Singh,2013-2017,25,19,6.83,27.1,2013,2017,5,False,True,False,Inexperienced Economist,Inexperienced Economist
777,RR Singh,2019-2024,33,19,7.55,30.4,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
778,SP Udeshi,2019-2023,27,19,6.11,32.2,2019,2023,5,False,True,False,Inexperienced Economist,Inexperienced Economist
779,Umer Khan,2019-2020,17,19,7.78,16.1,2019,2020,2,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
780,MRJ Watt,2016-2024,18,19,6.42,20.8,2016,2024,9,False,True,False,Inexperienced Economist,Inexperienced Economist
781,BJ Webster,2017-2025,83,19,7.38,29.6,2017,2025,9,False,True,True,Experienced Economist,Experienced Economist
782,MP Yadav,2022-2024,14,19,6.6,13.0,2022,2024,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
783,SB Yadav,2009-2017,24,19,7.67,20.5,2009,2017,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
784,Zahoor Khan,2021-2024,14,19,7.91,15.1,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
785,KJ Abbott,2014-2020,20,18,9.26,23.0,2014,2020,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
786,RK Ahmed,2018-2022,32,18,8.23,21.1,2018,2022,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
787,Amarjeet Singh,2009-2014,18,18,8.08,19.5,2009,2014,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
788,MS Bhandage,2019-2024,28,18,8.66,16.6,2019,2024,6,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
789,IG Butler,2009-2013,14,18,8.51,14.5,2009,2013,5,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
790,AA Darekar,2010-2015,15,18,6.98,17.6,2010,2015,6,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
791,KR Hooda,2011-2015,21,18,6.14,18.4,2011,2015,5,False,True,False,Inexperienced Economist,Inexperienced Economist
792,SA Jacobs,2010-2019,32,18,7.43,31.7,2010,2019,10,False,True,False,Inexperienced Economist,Inexperienced Economist
793,SS Jain,2014-2023,20,18,6.25,18.3,2014,2023,10,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
794,Khurram Shahzad,2021-2024,12,18,8.2,13.1,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
795,T Kohli,2008-2022,57,18,9.06,27.5,2008,2022,15,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
796,BB Lather,2021-2024,24,18,8.28,22.3,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
797,KR Makvana,2007-2016,26,18,6.88,23.6,2007,2016,10,False,True,False,Inexperienced Economist,Inexperienced Economist
798,RTM Mendis,2020-2024,30,18,8.01,20.5,2020,2024,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
799,Mohammad Asif,2007-2010,16,18,8.76,20.9,2007,2010,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
800,Muktar Ali,2012-2023,48,18,8.8,31.1,2012,2023,12,False,False,False,Inexperienced Balanced Bowler,Experienced Balanced Bowler
801,Nagaho Chishi,2019-2024,27,18,8.83,20.6,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
802,C Nanda,2007-2010,20,18,6.91,20.3,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
803,A Negi,2018-2021,19,18,7.29,23.6,2018,2021,4,False,True,False,Inexperienced Economist,Inexperienced Economist
804,Parvez Sultan,2021-2024,16,18,8.04,15.7,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
805,Ramandeep Singh,2017-2025,64,18,8.22,12.8,2017,2025,9,True,False,True,Experienced Wicket Taker,Inexperienced Wicket Taker
806,AM Salvi,2007-2013,19,18,8.12,21.6,2007,2013,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
807,PADLR Sandakan,2014-2024,19,18,8.6,22.0,2014,2024,11,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
808,AA Sarwate,2014-2023,18,18,7.4,17.8,2014,2023,10,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
809,AJ Shinde,2007-2014,20,18,7.21,20.0,2007,2014,8,False,True,False,Inexperienced Economist,Inexperienced Economist
810,RJ Sidebottom,2009-2012,14,18,7.3,14.6,2009,2012,4,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
811,LMP Simmons,2009-2022,203,18,9.14,16.5,2009,2022,14,True,False,True,Experienced Wicket Taker,Experienced Balanced Bowler
812,SV Trivedi,2015-2021,20,18,8.86,21.6,2015,2021,7,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
813,Zafar Gohar,2016-2022,17,18,8.39,15.4,2016,2022,7,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
814,Abdul Razzaq,2009-2018,32,17,8.21,25.3,2009,2018,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
815,Abhijeet Saket,2019-2023,18,17,8.47,19.9,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
816,Aizaz Cheema,2014-2019,11,17,8.43,13.0,2014,2019,6,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
817,Amrinder Singh,2010-2011,10,17,4.88,13.2,2010,2011,2,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
818,B Aparajith,2013-2023,62,17,6.03,21.2,2013,2023,11,False,True,True,Experienced Economist,Inexperienced Economist
819,Ashar Zaidi,2015-2016,17,17,5.5,16.9,2015,2016,2,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
820,A Aswin Crist,2015-2021,11,17,7.69,12.7,2015,2021,7,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
821,RR Bhatkal,2007-2012,20,17,7.65,17.4,2007,2012,6,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
822,A Dev Goud,2019-2024,7,17,6.4,8.8,2019,2024,6,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
823,Hamid Hassan,2010-2021,13,17,5.6,16.7,2010,2021,12,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
824,DJ Harris,2010-2014,41,17,8.06,17.6,2010,2014,5,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
825,Imtiaz Ahmed,2009-2017,20,17,7.75,24.3,2009,2017,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
826,AS Jamwal,2019-2024,26,17,6.42,31.7,2019,2024,6,False,True,False,Inexperienced Economist,Inexperienced Economist
827,M Jangra,2019-2024,17,17,8.35,21.0,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
828,AL Menaria,2011-2022,72,17,6.55,26.5,2011,2022,12,False,True,True,Experienced Economist,Experienced Economist
829,EMDY Munaweera,2012-2023,48,17,6.71,26.8,2012,2023,12,False,True,False,Inexperienced Economist,Inexperienced Economist
830,DM Parwani,2023-2024,9,17,10.43,10.3,2023,2024,2,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
831,TR Patel,2019-2024,17,17,8.67,20.4,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
832,T Pradeep,2017-2022,22,17,8.55,27.5,2017,2022,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
833,Pramod Madushan,2021-2024,19,17,9.36,19.8,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
834,JA Prestwidge,2019-2023,25,17,8.32,20.9,2019,2023,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
835,SL Rainbird,2015-2022,24,17,8.9,26.5,2015,2022,8,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
836,AV Rajput,2021-2024,23,17,8.79,12.8,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
837,PR Rekhade,2022-2024,12,17,6.0,15.5,2022,2024,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
838,S Sam,2013-2015,13,17,6.16,17.6,2013,2015,3,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
839,SMSM Senanayake,2012-2016,22,17,6.28,27.5,2012,2016,5,False,True,False,Inexperienced Economist,Inexperienced Economist
840,G Shankara Rao,2007-2010,15,17,6.86,15.8,2007,2010,4,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
841,SH Srinivas,2011-2017,22,17,7.13,18.2,2011,2017,7,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
842,TL Suman,2007-2015,75,17,7.92,25.0,2007,2015,9,False,False,True,Experienced Balanced Bowler,Inexperienced Balanced Bowler
843,P Suyal,2012-2021,24,17,7.75,29.5,2012,2021,10,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
844,Tajinder Singh,2017-2024,22,17,6.81,15.5,2017,2024,8,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
845,Tarani Sa,2021-2024,18,17,8.39,20.0,2021,2024,4,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
846,AJ Turner,2013-2025,145,17,7.64,20.8,2013,2025,13,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
847,BTJ Wheal,2021-2024,15,17,7.89,17.8,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
848,AV Vasavada,2011-2021,40,16,5.63,14.5,2011,2021,11,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
849,AD Nath,2013-2022,86,16,7.86,16.5,2013,2022,10,True,False,True,Experienced Wicket Taker,Inexperienced Wicket Taker
850,Akash Singh,2019-2024,20,16,8.86,24.3,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
851,Avinash Yadav,2010-2022,22,16,7.18,25.8,2010,2022,13,False,True,False,Inexperienced Economist,Inexperienced Economist
852,A Bali,2009-2014,18,16,6.31,16.6,2009,2014,6,True,True,False,Inexperienced Elite Bowler,Inexperienced Elite Bowler
853,A Chaprana,2019-2021,15,16,7.44,20.3,2019,2021,3,False,True,False,Inexperienced Economist,Inexperienced Economist
854,N Chaudhary,2017-2025,32,16,7.83,24.7,2017,2025,9,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
855,BFW de Leede,2021-2024,15,16,8.22,13.8,2021,2024,4,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
856,AM Fernando,2020-2024,16,16,9.78,21.1,2020,2024,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
857,C Green,2019-2024,43,16,9.04,28.9,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
858,HMRKB Herath,2009-2016,15,16,5.47,20.0,2009,2016,8,False,True,False,Inexperienced Economist,Inexperienced Economist
859,Hussain Talat,2017-2025,64,16,9.21,21.9,2017,2025,9,False,False,True,Experienced Balanced Bowler,Experienced Balanced Bowler
860,AG Jungade,2011-2016,18,16,8.37,21.4,2011,2016,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
861,SS Kumar,2009-2019,23,16,8.02,17.2,2009,2019,11,True,False,False,Inexperienced Wicket Taker,Inexperienced Wicket Taker
862,Mandeep Singh,2010-2024,211,16,7.38,22.6,2010,2024,15,False,True,True,Experienced Economist,Experienced Economist
863,KD Patel,2018-2023,21,16,8.57,28.3,2018,2023,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
864,Preetamjit Das,2007-2010,15,16,6.19,19.3,2007,2010,4,False,True,False,Inexperienced Economist,Inexperienced Economist
865,AN Raj,2021-2022,10,16,6.84,13.3,2021,2022,2,True,True,False,Inexperienced Elite Bowler,Inexperienced Economist
866,RR Raj,2014-2017,14,16,7.19,19.4,2014,2017,4,False,True,False,Inexperienced Economist,Inexperienced Economist
867,Rakibul Hasan,2023-2025,22,16,7.57,24.5,2023,2025,3,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
868,C Rakshann Readdi,2021-2024,16,16,7.47,19.6,2021,2024,4,False,True,False,Inexperienced Economist,Inexperienced Economist
869,LM Ralte,2019-2024,33,16,9.73,31.5,2019,2024,6,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
870,JK Reed,2015-2017,10,16,8.93,11.6,2015,2017,3,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
871,A Sakuja,2011-2018,15,16,5.16,20.6,2011,2018,8,False,True,False,Inexperienced Economist,Inexperienced Economist
872,AK Sarkar,2013-2024,20,16,8.2,24.3,2013,2024,12,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
873,JPR Scantlebury-Searles,2014-2019,46,16,10.36,18.3,2014,2019,6,True,False,False,Inexperienced Wicket Taker,Inexperienced Balanced Bowler
874,PN Seet,2013-2017,18,16,8.53,22.0,2013,2017,5,False,False,False,Inexperienced Balanced Bowler,Inexperienced Balanced Bowler
